id,ppgG,ppgIR,ppgR,statusG,statusIR,statusR,timestamp
14499,-18024,7155461,5316680,0,0,0,1748698826975
14500,-17379,7155581,5316262,0,0,0,1748698827015
14501,-16870,7155611,5316038,0,0,0,1748698827056
14502,-16434,7155398,5315884,0,0,0,1748698827096
14503,-15831,7154846,5316389,0,0,0,1748698827136
14504,-15871,7154895,5316661,0,0,0,1748698827176
14505,-16786,7155355,5316522,0,0,0,1748698827216
14506,-17827,7154872,5316070,0,0,0,1748698827256
14507,-18600,7154356,5315678,0,0,0,1748698827296
14508,-19159,7153628,5315378,0,0,0,1748698827336
14509,-19015,7153390,5315705,0,0,0,1748698827376
14510,-18763,7153839,5315775,0,0,0,1748698827416
14511,-18793,7154117,5315503,0,0,0,1748698827456
14512,-19110,7153667,5315033,0,0,0,1748698827496
14513,-19478,7152977,5314599,0,0,0,1748698827536
14514,-19470,7152181,5314780,0,0,0,1748698827576
14515,-19268,7152306,5315068,0,0,0,1748698827616
14516,-18793,7152540,5314709,0,0,0,1748698827656
14517,-18614,7152770,5314531,0,0,0,1748698827696
14518,-18359,7152591,5313991,0,0,0,1748698827736
14519,-17930,7151949,5313849,0,0,0,1748698827776
14520,-17611,7151401,5314109,0,0,0,1748698827816
14521,-18306,7151559,5314109,0,0,0,1748698827856
14522,-19417,7151373,5313720,0,0,0,1748698827896
14523,-20546,7150875,5313187,0,0,0,1748698827936
14524,-21492,7150367,5312564,0,0,0,1748698827976
14525,-21791,7149704,5312491,0,0,0,1748698828016
14526,-21689,7149428,5312909,0,0,0,1748698828056
14527,-21593,7149887,5312859,0,0,0,1748698828096
14528,-21833,7150396,5312526,0,0,0,1748698828136
14529,-22024,7150191,5312264,0,0,0,1748698828176
14530,-22226,7150305,5312196,0,0,0,1748698828216
14531,-22525,7149681,5312377,0,0,0,1748698828256
14532,-22182,7149882,5312780,0,0,0,1748698828296
14533,-21747,7150510,5312418,0,0,0,1748698828336
14534,-21296,7151011,5312335,0,0,0,1748698828376
14535,-20823,7151224,5312235,0,0,0,1748698828416
14536,-20346,7151297,5313063,0,0,0,1748698828456
14537,-21229,7151605,5313093,0,0,0,1748698828496
14538,-22216,7151702,5312742,0,0,0,1748698828536
14539,-22968,7151757,5312336,0,0,0,1748698828576
14540,-23389,7151401,5311996,0,0,0,1748698828616
14541,-23355,7151184,5312167,0,0,0,1748698828656
14542,-23055,7151777,5312854,0,0,0,1748698828696
14543,-22793,7152478,5312846,0,0,0,1748698828736
14544,-22979,7153094,5312652,0,0,0,1748698828776
14545,-23038,7152917,5312549,0,0,0,1748698828816
14546,-23037,7153176,5312801,0,0,0,1748698828856
14547,-22724,7153097,5313235,0,0,0,1748698828896
14548,-22026,7153799,5313916,0,0,0,1748698828936
14549,-21329,7154696,5313813,0,0,0,1748698828976
14550,-20756,7155287,5313822,0,0,0,1748698829016
14551,-19958,7155513,5314086,0,0,0,1748698829056
14552,-19681,7155925,5314573,0,0,0,1748698829096
14553,-20021,7156024,5315199,0,0,0,1748698829136
14554,-20537,7156677,5315572,0,0,0,1748698829176
14555,-21277,7156737,5315263,0,0,0,1748698829216
14556,-21582,7156861,5315163,0,0,0,1748698829256
14557,-21514,7156790,5315072,0,0,0,1748698829296
14558,-21226,7156498,5315501,0,0,0,1748698829336
14559,-20632,7157071,5316252,0,0,0,1748698829376
14560,-20258,7157760,5316193,0,0,0,1748698829416
14561,-20151,7157429,5315866,0,0,0,1748698829456
14562,-20118,7157381,5315520,0,0,0,1748698829496
14563,-19903,7156885,5315468,0,0,0,1748698829536
14564,-19593,7156633,5316034,0,0,0,1748698829576
14565,-18621,7157044,5316260,0,0,0,1748698829616
14566,-18047,7157421,5315929,0,0,0,1748698829656
14567,-17358,7157258,5315595,0,0,0,1748698829696
14568,-16936,7157265,5315764,0,0,0,1748698829736
14569,-17445,7156516,5315628,0,0,0,1748698829776
14570,-18449,7156007,5315992,0,0,0,1748698829816
14571,-19093,7155466,5315613,0,0,0,1748698829856
14572,-19804,7155262,5314865,0,0,0,1748698829896
14573,-20038,7154125,5314280,0,0,0,1748698829936
14574,-19940,7153733,5314018,0,0,0,1748698829976
14575,-19389,7153178,5314171,0,0,0,1748698830016
14576,-18890,7153557,5314744,0,0,0,1748698830056
14577,-18451,7153686,5314572,0,0,0,1748698830096
14578,-18352,7153608,5314581,0,0,0,1748698830136
14579,-18271,7153736,5314243,0,0,0,1748698830176
14580,-18483,7153123,5314226,0,0,0,1748698830216
14581,-18299,7152909,5314673,0,0,0,1748698830256
14582,-18188,7152565,5314376,0,0,0,1748698830296
14583,-17879,7152347,5313589,0,0,0,1748698830336
14584,-17473,7152181,5313005,0,0,0,1748698830376
14585,-17489,7152147,5312606,0,0,0,1748698830416
14586,-18795,7151022,5312385,0,0,0,1748698830456
14587,-20306,7150097,5312490,0,0,0,1748698830496
14588,-21421,7149655,5312143,0,0,0,1748698830536
14589,-21900,7149323,5311529,0,0,0,1748698830576
14590,-22102,7149198,5311126,0,0,0,1748698830616
14591,-22330,7149154,5311388,0,0,0,1748698830656
14592,-22641,7148949,5312036,0,0,0,1748698830696
14593,-22799,7149052,5312641,0,0,0,1748698830736
14594,-22833,7149542,5312481,0,0,0,1748698830776
14595,-22844,7149756,5312239,0,0,0,1748698830816
14596,-22812,7150159,5312166,0,0,0,1748698830856
14597,-22796,7149974,5312221,0,0,0,1748698830896
14598,-22429,7149892,5312747,0,0,0,1748698830936
14599,-21808,7150549,5313044,0,0,0,1748698830976
14600,-21424,7150920,5312875,0,0,0,1748698831016
14601,-21663,7151138,5312777,0,0,0,1748698831056
14602,-22754,7151054,5312702,0,0,0,1748698831096
14603,-23966,7150405,5312587,0,0,0,1748698831136
14604,-24788,7150117,5312980,0,0,0,1748698831176
14605,-24930,7150793,5312881,0,0,0,1748698831216
14606,-24617,7151444,5312654,0,0,0,1748698831256
14607,-24525,7151793,5312763,0,0,0,1748698831296
14608,-24772,7152138,5313041,0,0,0,1748698831336
14609,-24686,7151906,5313335,0,0,0,1748698831376
14610,-24520,7152263,5314038,0,0,0,1748698831416
14611,-23989,7153228,5314207,0,0,0,1748698831456
14612,-23532,7153739,5313906,0,0,0,1748698831496
14613,-23119,7154147,5313859,0,0,0,1748698831536
14614,-22657,7154346,5314199,0,0,0,1748698831576
14615,-21819,7153991,5314616,0,0,0,1748698831616
14616,-20768,7155109,5315352,0,0,0,1748698831656
14617,-20401,7155749,5315267,0,0,0,1748698831696
14618,-21448,7155605,5315111,0,0,0,1748698831736
14619,-22513,7155370,5314761,0,0,0,1748698831776
14620,-23254,7154322,5314752,0,0,0,1748698831816
14621,-23308,7153922,5315007,0,0,0,1748698831856
14622,-22996,7154342,5314718,0,0,0,1748698831896
14623,-22645,7154685,5314602,0,0,0,1748698831936
14624,-22741,7154515,5314413,0,0,0,1748698831976
14625,-22814,7154040,5314309,0,0,0,1748698832016
14626,-22889,7153110,5314395,0,0,0,1748698832056
14627,-22792,7153266,5314608,0,0,0,1748698832096
14628,-22331,7153570,5314213,0,0,0,1748698832136
14629,-21904,7153479,5314068,0,0,0,1748698832176
14630,-21540,7153357,5313736,0,0,0,1748698832216
14631,-21236,7152904,5313560,0,0,0,1748698832256
14632,-20637,7152455,5314159,0,0,0,1748698832296
14633,-20624,7152854,5314314,0,0,0,1748698832336
14634,-21264,7152734,5313880,0,0,0,1748698832376
14635,-22416,7152276,5313278,0,0,0,1748698832416
14636,-23361,7151232,5312702,0,0,0,1748698832456
14637,-23873,7150381,5312692,0,0,0,1748698832496
14638,-23807,7150216,5313064,0,0,0,1748698832536
14639,-23423,7150518,5313076,0,0,0,1748698832576
14640,-23448,7150845,5312833,0,0,0,1748698832616
14641,-23538,7150780,5312731,0,0,0,1748698832656
14642,-23637,7150516,5312836,0,0,0,1748698832696
14643,-23594,7150386,5313195,0,0,0,1748698832736
14644,-23212,7150653,5313551,0,0,0,1748698832776
14645,-22591,7151019,5313512,0,0,0,1748698832816
14646,-22169,7151807,5313441,0,0,0,1748698832856
14647,-21582,7151680,5313335,0,0,0,1748698832896
14648,-20961,7151650,5313829,0,0,0,1748698832936
14649,-20552,7151623,5314494,0,0,0,1748698832976
14650,-20850,7151795,5314431,0,0,0,1748698833016
14651,-21760,7151744,5314114,0,0,0,1748698833056
14652,-22503,7151141,5313501,0,0,0,1748698833096
14653,-22848,7150638,5313179,0,0,0,1748698833136
14654,-23016,7150121,5312972,0,0,0,1748698833176
14655,-22719,7150488,5313582,0,0,0,1748698833216
14656,-22410,7150680,5313503,0,0,0,1748698833256
14657,-22409,7150722,5313094,0,0,0,1748698833296
14658,-22531,7150325,5312821,0,0,0,1748698833336
14659,-22607,7149891,5312578,0,0,0,1748698833376
14660,-22460,7149526,5312714,0,0,0,1748698833416
14661,-21849,7149822,5312885,0,0,0,1748698833456
14662,-21323,7150216,5312513,0,0,0,1748698833496
14663,-20772,7150373,5312196,0,0,0,1748698833536
14664,-20255,7150471,5311905,0,0,0,1748698833576
14665,-20163,7150000,5312196,0,0,0,1748698833616
14666,-20969,7149786,5312506,0,0,0,1748698833656
14667,-22438,7149431,5311819,0,0,0,1748698833696
14668,-22753,7149621,5311390,0,0,0,1748698833736
14669,-22904,7149720,5311106,0,0,0,1748698833776
14670,-22820,7149499,5311318,0,0,0,1748698833816
14671,-22437,7150112,5312103,0,0,0,1748698833856
14672,-22246,7150601,5312031,0,0,0,1748698833896
14673,-22197,7151093,5311931,0,0,0,1748698833936
14674,-21814,7151361,5312009,0,0,0,1748698833976
14675,-21512,7151825,5312066,0,0,0,1748698834016
14676,-20956,7151908,5312616,0,0,0,1748698834056
14677,-20035,7152587,5313311,0,0,0,1748698834096
14678,-18990,7153273,5313335,0,0,0,1748698834136
14679,-18049,7153960,5313671,0,0,0,1748698834176
14680,-17507,7154486,5313772,0,0,0,1748698834216
14681,-17940,7154070,5313903,0,0,0,1748698834256
14682,-18680,7153898,5314561,0,0,0,1748698834296
14683,-18895,7154251,5314836,0,0,0,1748698834336
14684,-18979,7154266,5314401,0,0,0,1748698834376
14685,-18611,7154681,5314207,0,0,0,1748698834416
14686,-18321,7154680,5314389,0,0,0,1748698834456
14687,-18147,7154477,5314824,0,0,0,1748698834496
14688,-17817,7154759,5315190,0,0,0,1748698834536
14689,-17255,7155200,5315395,0,0,0,1748698834576
14690,-16749,7155486,5315328,0,0,0,1748698834616
14691,-16454,7155844,5315229,0,0,0,1748698834656
14692,-16003,7155767,5315118,0,0,0,1748698834696
14693,-15555,7155278,5315539,0,0,0,1748698834736
14694,-14405,7155619,5316008,0,0,0,1748698834776
14695,-13558,7155997,5315788,0,0,0,1748698834816
14696,-12907,7156020,5315497,0,0,0,1748698834856
14697,-13142,7155797,5315184,0,0,0,1748698834896
14698,-14300,7154794,5314829,0,0,0,1748698834936
14699,-14983,7153464,5314771,0,0,0,1748698834976
14700,-15373,7153257,5314518,0,0,0,1748698835016
14701,-15486,7153137,5313649,0,0,0,1748698835121
14702,-15273,7153189,5313451,0,0,0,1748698835161
14703,-15167,7152908,5313069,0,0,0,1748698835201
14704,-15404,7152171,5312845,0,0,0,1748698835241
14705,-15482,7151502,5313216,0,0,0,1748698835281
14706,-15431,7151981,5313258,0,0,0,1748698835321
14707,-15129,7152297,5312773,0,0,0,1748698835361
14708,-14949,7152519,5312661,0,0,0,1748698835401
14709,-14652,7152434,5312743,0,0,0,1748698835441
14710,-14241,7152099,5312885,0,0,0,1748698835481
14711,-13499,7151998,5313258,0,0,0,1748698835521
14712,-12833,7152712,5313372,0,0,0,1748698835561
14713,-12671,7152854,5313125,0,0,0,1748698835601
14714,-13384,7152744,5313066,0,0,0,1748698835641
14715,-14457,7152127,5312901,0,0,0,1748698835681
14716,-15162,7151212,5312949,0,0,0,1748698835721
14717,-14895,7151548,5313125,0,0,0,1748698835761
14718,-14588,7152039,5312873,0,0,0,1748698835801
14719,-14259,7152457,5312643,0,0,0,1748698835841
14720,-14392,7152387,5312547,0,0,0,1748698835881
14721,-14432,7151627,5312332,0,0,0,1748698835921
14722,-14086,7150962,5312489,0,0,0,1748698835961
14723,-13844,7151312,5312476,0,0,0,1748698836001
14724,-13407,7151782,5311982,0,0,0,1748698836041
14725,-13062,7151757,5311563,0,0,0,1748698836081
14726,-12686,7151214,5311234,0,0,0,1748698836121
14727,-12313,7150445,5311246,0,0,0,1748698836161
14728,-11621,7150592,5311790,0,0,0,1748698836201
14729,-11088,7151181,5311718,0,0,0,1748698836241
14730,-11505,7151416,5311634,0,0,0,1748698836281
14731,-12483,7151213,5311246,0,0,0,1748698836321
14732,-13285,7150592,5310936,0,0,0,1748698836361
14733,-13844,7149585,5310998,0,0,0,1748698836401
14734,-13610,7150072,5311257,0,0,0,1748698836441
14735,-13087,7150638,5310808,0,0,0,1748698836481
14736,-13098,7151257,5310906,0,0,0,1748698836521
14737,-13161,7151522,5310694,0,0,0,1748698836561
14738,-13353,7150419,5310743,0,0,0,1748698836601
14739,-13117,7150265,5311154,0,0,0,1748698836641
14740,-12907,7150771,5311256,0,0,0,1748698836681
14741,-12454,7150998,5311179,0,0,0,1748698836721
14742,-12005,7151378,5311193,0,0,0,1748698836761
14743,-11557,7151548,5311347,0,0,0,1748698836801
14744,-10900,7150865,5311278,0,0,0,1748698836841
14745,-10325,7150998,5312074,0,0,0,1748698836881
14746,-10040,7151222,5312036,0,0,0,1748698836921
14747,-10948,7150980,5311454,0,0,0,1748698836961
14748,-11747,7149997,5310598,0,0,0,1748698837001
14749,-12523,7149152,5309766,0,0,0,1748698837041
14750,-12880,7147857,5309634,0,0,0,1748698837081
14751,-12879,7147583,5309908,0,0,0,1748698837121
14752,-12762,7147977,5309921,0,0,0,1748698837161
14753,-12850,7148097,5309748,0,0,0,1748698837201
14754,-12970,7147852,5309356,0,0,0,1748698837241
14755,-13346,7147023,5309248,0,0,0,1748698837281
14756,-13327,7146175,5309457,0,0,0,1748698837321
14757,-13027,7146246,5309655,0,0,0,1748698837361
14758,-12699,7146637,5309445,0,0,0,1748698837401
14759,-12295,7146662,5309015,0,0,0,1748698837441
14760,-11931,7146513,5308578,0,0,0,1748698837481
14761,-11817,7145865,5308497,0,0,0,1748698837521
14762,-11991,7144819,5308843,0,0,0,1748698837561
14763,-12914,7145221,5309053,0,0,0,1748698837601
14764,-13879,7144870,5308486,0,0,0,1748698837641
14765,-14697,7144645,5307804,0,0,0,1748698837681
14766,-15434,7143886,5306915,0,0,0,1748698837721
14767,-15879,7142931,5306680,0,0,0,1748698837761
14768,-15886,7142410,5307162,0,0,0,1748698837801
14769,-15990,7143253,5307269,0,0,0,1748698837841
14770,-16047,7143185,5306897,0,0,0,1748698837881
14771,-16310,7143056,5306378,0,0,0,1748698837921
14772,-16264,7142783,5306235,0,0,0,1748698837961
14773,-16528,7141973,5306063,0,0,0,1748698838001
14774,-15974,7142327,5306672,0,0,0,1748698838041
14775,-15496,7142858,5306338,0,0,0,1748698838081
14776,-15004,7143055,5306222,0,0,0,1748698838121
14777,-14715,7142821,5305963,0,0,0,1748698838161
14778,-14979,7142564,5305752,0,0,0,1748698838201
14779,-16167,7141869,5306115,0,0,0,1748698838241
14780,-16851,7142057,5306380,0,0,0,1748698838281
14781,-17298,7142375,5305823,0,0,0,1748698838321
14782,-17425,7142531,5305661,0,0,0,1748698838361
14783,-17338,7143085,5305433,0,0,0,1748698838401
14784,-17348,7142485,5305649,0,0,0,1748698838441
14785,-17383,7142383,5306027,0,0,0,1748698838481
14786,-17178,7142877,5306226,0,0,0,1748698838521
14787,-16999,7143117,5305910,0,0,0,1748698838561
14788,-17040,7143488,5305612,0,0,0,1748698838601
14789,-17023,7143148,5305385,0,0,0,1748698838641
14790,-16684,7142228,5305508,0,0,0,1748698838681
14791,-16296,7142274,5305936,0,0,0,1748698838721
14792,-15734,7142643,5305837,0,0,0,1748698838761
14793,-15369,7142952,5305650,0,0,0,1748698838801
14794,-15779,7142899,5305301,0,0,0,1748698838841
14795,-17080,7142227,5304946,0,0,0,1748698838881
14796,-18319,7140742,5304785,0,0,0,1748698838921
14797,-18650,7140669,5304819,0,0,0,1748698838961
14798,-18991,7141017,5304577,0,0,0,1748698839001
14799,-18986,7141706,5304359,0,0,0,1748698839041
14800,-18835,7141587,5304325,0,0,0,1748698839081
14801,-19276,7140885,5304383,0,0,0,1748698839121
14802,-19337,7140127,5304675,0,0,0,1748698839161
14803,-19265,7140689,5304478,0,0,0,1748698839201
14804,-19180,7141062,5304169,0,0,0,1748698839241
14805,-19026,7140810,5304025,0,0,0,1748698839281
14806,-18806,7140288,5304106,0,0,0,1748698839321
14807,-18278,7140215,5304679,0,0,0,1748698839361
14808,-17771,7140947,5304822,0,0,0,1748698839401
14809,-18423,7141308,5304792,0,0,0,1748698839441
14810,-19608,7141141,5304671,0,0,0,1748698839481
14811,-20594,7140444,5304530,0,0,0,1748698839521
14812,-21083,7139939,5305167,0,0,0,1748698839561
14813,-20881,7140607,5305513,0,0,0,1748698839601
14814,-20441,7141332,5305605,0,0,0,1748698839641
14815,-20137,7142299,5305945,0,0,0,1748698839681
14816,-20137,7142602,5305996,0,0,0,1748698839721
14817,-20265,7141915,5306186,0,0,0,1748698839761
14818,-19858,7141986,5307023,0,0,0,1748698839801
14819,-19261,7142310,5307577,0,0,0,1748698839841
14820,-18482,7142758,5307845,0,0,0,1748698839881
14821,-17669,7143239,5307534,0,0,0,1748698839921
14822,-17126,7143332,5307521,0,0,0,1748698839961
14823,-16580,7143447,5308248,0,0,0,1748698840001
14824,-16350,7143681,5308801,0,0,0,1748698840041
14825,-16877,7143807,5308963,0,0,0,1748698840081
14826,-17882,7143730,5308798,0,0,0,1748698840121
14827,-18504,7143428,5308340,0,0,0,1748698840161
14828,-18830,7143045,5307962,0,0,0,1748698840201
14829,-18837,7142710,5308307,0,0,0,1748698840241
14830,-18395,7143081,5309107,0,0,0,1748698840281
14831,-18121,7143816,5309139,0,0,0,1748698840321
14832,-18203,7143876,5308902,0,0,0,1748698840361
14833,-18504,7143730,5308708,0,0,0,1748698840401
14834,-18668,7143544,5308994,0,0,0,1748698840441
14835,-18901,7143290,5309065,0,0,0,1748698840481
14836,-18591,7143806,5309371,0,0,0,1748698840521
14837,-18343,7144434,5309446,0,0,0,1748698840561
14838,-18058,7144893,5309240,0,0,0,1748698840601
14839,-17989,7145486,5309354,0,0,0,1748698840641
14840,-19027,7145124,5309791,0,0,0,1748698840681
14841,-20207,7144998,5310537,0,0,0,1748698840721
14842,-21064,7145281,5310731,0,0,0,1748698840761
14843,-21544,7146062,5310839,0,0,0,1748698840801
14844,-21776,7146428,5310882,0,0,0,1748698840841
14845,-21805,7146475,5311005,0,0,0,1748698840881
14846,-21769,7146123,5311656,0,0,0,1748698840921
14847,-21792,7145980,5312444,0,0,0,1748698840961
14848,-21574,7146448,5312522,0,0,0,1748698841001
14849,-21393,7147023,5312470,0,0,0,1748698841041
14850,-21371,7147416,5312313,0,0,0,1748698841081
14851,-21289,7147226,5312264,0,0,0,1748698841121
14852,-20939,7146911,5312906,0,0,0,1748698841161
14853,-20173,7147410,5313297,0,0,0,1748698841201
14854,-19506,7148130,5313363,0,0,0,1748698841241
14855,-20011,7148335,5313462,0,0,0,1748698841281
14856,-21309,7148169,5313236,0,0,0,1748698841321
14857,-22845,7147529,5313318,0,0,0,1748698841361
14858,-23462,7146887,5313619,0,0,0,1748698841401
14859,-23723,7147371,5313802,0,0,0,1748698841441
14860,-23531,7147920,5313658,0,0,0,1748698841481
14861,-23568,7148318,5313788,0,0,0,1748698841521
14862,-23800,7148311,5313774,0,0,0,1748698841561
14863,-24213,7147684,5314017,0,0,0,1748698841601
14864,-24304,7147416,5314366,0,0,0,1748698841641
14865,-24285,7147911,5314399,0,0,0,1748698841681
14866,-24068,7148163,5314067,0,0,0,1748698841721
14867,-23901,7148414,5314208,0,0,0,1748698841761
14868,-23768,7148089,5313852,0,0,0,1748698841801
14869,-23418,7147617,5314506,0,0,0,1748698841841
14870,-23499,7147909,5315009,0,0,0,1748698841881
14871,-24573,7148004,5314863,0,0,0,1748698841921
14872,-26034,7147797,5314451,0,0,0,1748698841961
14873,-27097,7147415,5314082,0,0,0,1748698842001
14874,-27864,7146674,5313943,0,0,0,1748698842041
14875,-28145,7146361,5314338,0,0,0,1748698842081
14876,-28060,7146819,5314784,0,0,0,1748698842121
14877,-28261,7147551,5314426,0,0,0,1748698842161
14878,-28621,7147443,5314360,0,0,0,1748698842201
14879,-29039,7147223,5314044,0,0,0,1748698842241
14880,-29588,7146392,5314027,0,0,0,1748698842281
14881,-29546,7145861,5314269,0,0,0,1748698842321
14882,-29093,7146184,5314503,0,0,0,1748698842361
14883,-28697,7146528,5314164,0,0,0,1748698842401
14884,-28463,7146814,5313950,0,0,0,1748698842441
14885,-28525,7146684,5313913,0,0,0,1748698842481
14886,-29437,7145847,5313938,0,0,0,1748698842521
14887,-30765,7145433,5314136,0,0,0,1748698842561
14888,-31935,7145101,5313595,0,0,0,1748698842601
14889,-32881,7145109,5313174,0,0,0,1748698842641
14890,-33097,7145325,5312947,0,0,0,1748698842681
14891,-33340,7145104,5312931,0,0,0,1748698842721
14892,-33607,7144721,5313438,0,0,0,1748698842761
14893,-33720,7144737,5313902,0,0,0,1748698842801
14894,-33893,7144965,5313641,0,0,0,1748698842841
14895,-34167,7144917,5313125,0,0,0,1748698842881
14896,-34394,7144948,5312972,0,0,0,1748698842921
14897,-34458,7144380,5312874,0,0,0,1748698842961
14898,-34297,7144239,5313658,0,0,0,1748698843001
14899,-33786,7144927,5313587,0,0,0,1748698843041
14901,-33829,7145529,5313506,0,0,0,1748698843057
14900,-33217,7145298,5313499,0,0,0,1748698843081
14902,-35308,7145177,5313276,0,0,0,1748698843097
14903,-36755,7144073,5313312,0,0,0,1748698843137
14904,-37536,7143612,5313539,0,0,0,1748698843177
14905,-38067,7143780,5313207,0,0,0,1748698843217
14906,-38002,7144294,5313145,0,0,0,1748698843257
14907,-38109,7144968,5313107,0,0,0,1748698843297
14908,-38436,7144968,5313217,0,0,0,1748698843337
14909,-39072,7144009,5313511,0,0,0,1748698843377
14910,-39081,7144264,5314286,0,0,0,1748698843417
14911,-38834,7144885,5314098,0,0,0,1748698843457
14912,-38762,7145333,5314074,0,0,0,1748698843497
14913,-38517,7145734,5314135,0,0,0,1748698843537
14914,-38076,7145704,5314226,0,0,0,1748698843577
14915,-37472,7145779,5315131,0,0,0,1748698843617
14916,-37057,7146595,5315809,0,0,0,1748698843657
14917,-37407,7147208,5315738,0,0,0,1748698843697
14918,-38652,7147402,5315580,0,0,0,1748698843737
14919,-39680,7147186,5315131,0,0,0,1748698843777
14920,-40481,7146215,5315242,0,0,0,1748698843817
14921,-40569,7146039,5315554,0,0,0,1748698843857
14922,-40126,7146578,5315859,0,0,0,1748698843897
14923,-39981,7147467,5315965,0,0,0,1748698843937
14924,-40051,7147923,5316041,0,0,0,1748698843977
14925,-40328,7147768,5315982,0,0,0,1748698844017
14926,-40302,7147312,5316286,0,0,0,1748698844057
14927,-39842,7147550,5316737,0,0,0,1748698844097
14928,-39333,7147941,5316702,0,0,0,1748698844137
14929,-38747,7148142,5316441,0,0,0,1748698844177
14930,-38228,7148141,5315903,0,0,0,1748698844217
14931,-37641,7147948,5315705,0,0,0,1748698844257
14932,-37594,7147807,5316559,0,0,0,1748698844297
14933,-38171,7148233,5317142,0,0,0,1748698844337
14934,-40278,7147887,5316223,0,0,0,1748698844377
14935,-40843,7147550,5315789,0,0,0,1748698844417
14936,-41175,7147139,5315729,0,0,0,1748698844457
14937,-41141,7147040,5316333,0,0,0,1748698844497
14938,-40829,7147796,5316588,0,0,0,1748698844537
14939,-40875,7148153,5316444,0,0,0,1748698844577
14940,-40779,7148231,5316452,0,0,0,1748698844617
14941,-41044,7148093,5316159,0,0,0,1748698844657
14942,-40884,7147920,5316382,0,0,0,1748698844697
14943,-40324,7148040,5317288,0,0,0,1748698844737
14944,-39586,7148994,5317608,0,0,0,1748698844777
14945,-38770,7149912,5317376,0,0,0,1748698844817
14946,-38279,7150371,5317484,0,0,0,1748698844857
14947,-37969,7150360,5317800,0,0,0,1748698844897
14948,-38542,7149659,5318175,0,0,0,1748698844937
14949,-39579,7149458,5318435,0,0,0,1748698844977
14950,-40557,7149042,5317723,0,0,0,1748698845017
14951,-41037,7148493,5317082,0,0,0,1748698845057
14952,-41470,7148027,5316500,0,0,0,1748698845097
14953,-41706,7147293,5316158,0,0,0,1748698845137
14954,-41741,7146037,5316014,0,0,0,1748698845177
14955,-42000,7145955,5316182,0,0,0,1748698845217
14956,-42229,7145697,5315626,0,0,0,1748698845257
14957,-42465,7145445,5315375,0,0,0,1748698845297
14958,-42688,7145543,5314969,0,0,0,1748698845337
14959,-42869,7144661,5314711,0,0,0,1748698845377
14960,-42689,7144339,5315253,0,0,0,1748698845417
14961,-42122,7144833,5315465,0,0,0,1748698845457
14962,-41443,7145117,5315133,0,0,0,1748698845497
14963,-41218,7145422,5315203,0,0,0,1748698845537
14964,-41439,7145369,5314891,0,0,0,1748698845577
14965,-42914,7144491,5314811,0,0,0,1748698845617
14966,-44158,7143801,5315402,0,0,0,1748698845657
14967,-44768,7144505,5315254,0,0,0,1748698845697
14968,-44941,7144812,5315237,0,0,0,1748698845737
14969,-44790,7145639,5315550,0,0,0,1748698845777
14970,-44489,7145531,5315952,0,0,0,1748698845817
14971,-44386,7145286,5316660,0,0,0,1748698845857
14972,-44059,7145770,5317454,0,0,0,1748698845897
14973,-43636,7146192,5317529,0,0,0,1748698845937
14974,-43218,7146531,5317175,0,0,0,1748698845977
14975,-43196,7146434,5317132,0,0,0,1748698846017
14976,-42824,7146084,5317204,0,0,0,1748698846057
14977,-42052,7146031,5317906,0,0,0,1748698846097
14978,-41429,7146551,5318142,0,0,0,1748698846137
14979,-40505,7147053,5318045,0,0,0,1748698846177
14980,-40088,7147556,5318052,0,0,0,1748698846217
14981,-40705,7147350,5318189,0,0,0,1748698846257
14982,-41959,7146926,5318478,0,0,0,1748698846297
14983,-42539,7146390,5318831,0,0,0,1748698846337
14984,-42805,7146778,5318738,0,0,0,1748698846377
14985,-42711,7147476,5318641,0,0,0,1748698846417
14986,-42403,7148288,5318831,0,0,0,1748698846457
14987,-42198,7148409,5319209,0,0,0,1748698846497
14988,-42165,7148166,5320008,0,0,0,1748698846537
14989,-41455,7148391,5320939,0,0,0,1748698846577
14990,-40997,7149362,5321092,0,0,0,1748698846617
14991,-40203,7149968,5321161,0,0,0,1748698846657
14992,-39585,7150389,5321366,0,0,0,1748698846697
14993,-38841,7150605,5322124,0,0,0,1748698846737
14994,-37892,7151183,5322881,0,0,0,1748698846777
14995,-36677,7152036,5323430,0,0,0,1748698846817
14996,-35433,7153230,5323628,0,0,0,1748698846857
14997,-34999,7154108,5324262,0,0,0,1748698846897
14998,-35668,7154108,5324412,0,0,0,1748698846937
14999,-36501,7153184,5324863,0,0,0,1748698846977
15000,-36719,7153135,5325237,0,0,0,1748698847017
15001,-36474,7153352,5325016,0,0,0,1748698847057
15002,-36101,7153799,5325072,0,0,0,1748698847097
15003,-35570,7154624,5325138,0,0,0,1748698847137
15004,-35059,7154873,5325750,0,0,0,1748698847177
15005,-34966,7154922,5326283,0,0,0,1748698847217
15006,-34753,7155156,5326734,0,0,0,1748698847257
15007,-34121,7155406,5327083,0,0,0,1748698847297
15008,-33386,7156130,5326938,0,0,0,1748698847337
15009,-32486,7156583,5327140,0,0,0,1748698847377
15010,-31619,7156783,5327712,0,0,0,1748698847417
15011,-30423,7157480,5328540,0,0,0,1748698847457
15012,-29241,7158337,5329272,0,0,0,1748698847497
15013,-27829,7159641,5329856,0,0,0,1748698847537
15014,-27360,7160228,5330215,0,0,0,1748698847577
15015,-28107,7160664,5330535,0,0,0,1748698847617
