id,ppgG,ppgIR,ppgR,statusG,statusIR,statusR,timestamp
4355,158052,7568773,5626178,0,0,0,1748698419772
4356,158570,7565723,5639375,0,0,0,1748698419812
4357,156094,7578478,5634064,0,0,0,1748698419852
4358,153456,7577784,5633676,0,0,0,1748698419892
4359,150012,7578821,5636284,0,0,0,1748698419932
4360,149165,7596617,5638288,0,0,0,1748698419972
4361,145370,7596591,5630747,0,0,0,1748698420012
4362,141622,7594048,5623174,0,0,0,1748698420052
4363,137569,7581218,5619660,0,0,0,1748698420092
4364,132330,7584403,5617432,0,0,0,1748698420132
4365,128523,7576013,5614033,0,0,0,1748698420172
4366,124178,7574170,5612763,0,0,0,1748698420212
4367,122699,7567794,5613355,0,0,0,1748698420252
4368,121205,7575119,5615699,0,0,0,1748698420292
4369,119233,7567744,5615465,0,0,0,1748698420332
4370,117542,7571965,5617116,0,0,0,1748698420372
4371,113556,7571065,5607556,0,0,0,1748698420412
4372,111408,7566627,5604125,0,0,0,1748698420452
4373,109317,7563915,5601970,0,0,0,1748698420492
4374,107793,7564377,5602798,0,0,0,1748698420532
4375,105089,7566082,5594883,0,0,0,1748698420572
4376,104396,7560525,5592585,0,0,0,1748698420612
4377,104608,7563388,5595773,0,0,0,1748698420652
4378,103401,7563600,5600447,0,0,0,1748698420692
4379,101016,7585282,5610898,0,0,0,1748698420732
4380,95078,7599193,5614942,0,0,0,1748698420772
4381,87853,7603519,5607529,0,0,0,1748698420812
4382,81334,7594455,5590868,0,0,0,1748698420852
4383,73937,7568836,5561748,0,0,0,1748698420892
4384,66175,7545347,5535913,0,0,0,1748698420932
4385,60768,7532755,5521420,0,0,0,1748698420972
4386,57419,7535791,5523904,0,0,0,1748698421012
4387,55068,7539421,5527613,0,0,0,1748698421052
4388,53518,7542444,5529831,0,0,0,1748698421092
4389,52132,7543129,5529594,0,0,0,1748698421132
4390,51333,7543418,5528950,0,0,0,1748698421172
4391,50577,7544742,5530224,0,0,0,1748698421212
4392,50082,7547366,5532720,0,0,0,1748698421252
4393,47544,7550277,5536388,0,0,0,1748698421292
4394,43622,7550863,5537228,0,0,0,1748698421332
4395,39621,7549018,5535360,0,0,0,1748698421372
4396,36624,7546148,5532520,0,0,0,1748698421412
4397,34855,7545822,5531807,0,0,0,1748698421452
4398,33484,7545903,5532022,0,0,0,1748698421492
4399,31873,7545923,5531799,0,0,0,1748698421532
4400,29930,7545769,5532086,0,0,0,1748698421572
4401,28052,7545055,5531759,0,0,0,1748698421612
4402,26471,7544371,5531465,0,0,0,1748698421652
4403,25141,7542970,5530030,0,0,0,1748698421692
4404,24058,7541275,5528400,0,0,0,1748698421732
4405,23336,7540259,5527512,0,0,0,1748698421772
4406,23036,7540645,5528019,0,0,0,1748698421812
4407,22394,7541109,5528653,0,0,0,1748698421852
4408,19633,7539775,5528098,0,0,0,1748698421892
4409,15512,7538533,5527311,0,0,0,1748698421932
4410,12273,7538954,5528310,0,0,0,1748698421972
4411,10010,7539591,5528900,0,0,0,1748698422012
4412,8786,7540681,5529175,0,0,0,1748698422052
4413,7965,7540845,5528405,0,0,0,1748698422092
4414,6641,7539322,5527002,0,0,0,1748698422132
4415,5488,7540664,5528261,0,0,0,1748698422172
4416,3699,7538304,5526066,0,0,0,1748698422212
4417,2528,7536784,5524519,0,0,0,1748698422252
4418,1537,7535959,5523709,0,0,0,1748698422292
4419,925,7535340,5522940,0,0,0,1748698422332
4420,628,7535224,5522870,0,0,0,1748698422372
4421,453,7534840,5522201,0,0,0,1748698422412
4422,269,7534371,5521915,0,0,0,1748698422452
4423,-1775,7533000,5520999,0,0,0,1748698422492
4424,-5184,7531676,5520495,0,0,0,1748698422532
4425,-8327,7530544,5519791,0,0,0,1748698422572
4426,-10466,7529660,5519119,0,0,0,1748698422612
4427,-11592,7529766,5519147,0,0,0,1748698422652
4428,-12108,7529751,5518833,0,0,0,1748698422692
4429,-12364,7529621,5519012,0,0,0,1748698422732
4430,-12802,7530509,5519755,0,0,0,1748698422772
4431,-13636,7530564,5520297,0,0,0,1748698422812
4432,-14442,7530522,5520455,0,0,0,1748698422852
4433,-14955,7530149,5520145,0,0,0,1748698422892
4434,-14978,7530298,5520106,0,0,0,1748698422932
4435,-14614,7529895,5520067,0,0,0,1748698422972
4436,-14003,7529391,5519660,0,0,0,1748698423012
4437,-13594,7529044,5519780,0,0,0,1748698423052
4438,-14360,7528939,5520734,0,0,0,1748698423092
4439,-16423,7529204,5521947,0,0,0,1748698423132
4440,-18497,7530124,5523306,0,0,0,1748698423172
4441,-19754,7531701,5524689,0,0,0,1748698423212
4442,-20025,7531993,5524193,0,0,0,1748698423252
4443,-19597,7531169,5523149,0,0,0,1748698423292
4444,-19515,7529904,5521950,0,0,0,1748698423332
4445,-19811,7528519,5520672,0,0,0,1748698423372
4446,-20625,7524543,5516556,0,0,0,1748698423412
4447,-21353,7521499,5513565,0,0,0,1748698423452
4448,-21459,7518941,5511627,0,0,0,1748698423492
4449,-21110,7517810,5510857,0,0,0,1748698423532
4450,-19926,7517682,5511366,0,0,0,1748698423572
4451,-18703,7517188,5511162,0,0,0,1748698423612
4452,-17124,7514573,5508793,0,0,0,1748698423652
4453,-16015,7509823,5504360,0,0,0,1748698423692
4454,-17375,7490409,5482937,0,0,0,1748698423732
4455,-20461,7461881,5461861,0,0,0,1748698423772
4456,-22146,7463392,5473458,0,0,0,1748698423812
4457,-24118,7473992,5493546,0,0,0,1748698423852
4458,-23148,7478573,5501832,0,0,0,1748698423892
4459,-22465,7483600,5510957,0,0,0,1748698423932
4460,-21709,7489297,5524555,0,0,0,1748698423972
4461,-21336,7501746,5533429,0,0,0,1748698424012
4462,-21066,7505817,5537192,0,0,0,1748698424052
4463,-19855,7509101,5541252,0,0,0,1748698424092
4464,-18655,7516127,5544755,0,0,0,1748698424132
4465,-17014,7515805,5545687,0,0,0,1748698424172
4466,-13957,7515088,5546813,0,0,0,1748698424212
4467,-10982,7515033,5547988,0,0,0,1748698424252
4468,-8095,7516188,5550108,0,0,0,1748698424292
4469,-7238,7515971,5551503,0,0,0,1748698424332
4470,-7070,7516216,5554657,0,0,0,1748698424372
4471,-8288,7517515,5556580,0,0,0,1748698424412
4472,-9015,7517586,5558883,0,0,0,1748698424452
4473,-10065,7522675,5559657,0,0,0,1748698424492
4474,-10787,7519597,5551512,0,0,0,1748698424532
4475,-10091,7517875,5550292,0,0,0,1748698424572
4476,-8813,7521641,5553369,0,0,0,1748698424612
4477,-5006,7514801,5567562,0,0,0,1748698424652
4478,-2052,7530929,5577645,0,0,0,1748698424692
4479,59,7525825,5582163,0,0,0,1748698424732
4480,5895,7529807,5602761,0,0,0,1748698424772
4481,10902,7538093,5613328,0,0,0,1748698424812
4482,16321,7544819,5623032,0,0,0,1748698424852
4483,23089,7553003,5632156,0,0,0,1748698424892
4484,30413,7562369,5641069,0,0,0,1748698424932
4485,36035,7563963,5649285,0,0,0,1748698424972
4486,37776,7564819,5649153,0,0,0,1748698425012
4487,37214,7568787,5648027,0,0,0,1748698425052
4488,36599,7571921,5644920,0,0,0,1748698425092
4489,36125,7570233,5641313,0,0,0,1748698425132
4490,37156,7562574,5639691,0,0,0,1748698425172
4491,38418,7569146,5642162,0,0,0,1748698425212
4492,39032,7571135,5641795,0,0,0,1748698425252
4493,40712,7565786,5643296,0,0,0,1748698425292
4494,42796,7566077,5646450,0,0,0,1748698425332
4495,45022,7569679,5648523,0,0,0,1748698425372
4496,47402,7564719,5647838,0,0,0,1748698425412
4497,49148,7570680,5647682,0,0,0,1748698425452
4498,50456,7587106,5651228,0,0,0,1748698425492
4499,53893,7580117,5654540,0,0,0,1748698425532
4500,57713,7575398,5657054,0,0,0,1748698425572
4501,62331,7572249,5663876,0,0,0,1748698425631
4502,62172,7590923,5659224,0,0,0,1748698425671
4503,60552,7577442,5640838,0,0,0,1748698425711
4504,60238,7572948,5632356,0,0,0,1748698425751
4505,62131,7555307,5627479,0,0,0,1748698425791
4506,63813,7561988,5626206,0,0,0,1748698425831
4507,62170,7580858,5626973,0,0,0,1748698425871
4508,60579,7570608,5596874,0,0,0,1748698425911
4509,60327,7559969,5597523,0,0,0,1748698425951
4510,62109,7571102,5600456,0,0,0,1748698425991
4511,61978,7574521,5599436,0,0,0,1748698426031
4512,61864,7573600,5592406,0,0,0,1748698426071
4513,62259,7569896,5589374,0,0,0,1748698426111
4514,62713,7567503,5587227,0,0,0,1748698426151
4515,62680,7567796,5585546,0,0,0,1748698426191
4516,61577,7565911,5580233,0,0,0,1748698426231
4517,61470,7564434,5577224,0,0,0,1748698426271
4518,62188,7564085,5574524,0,0,0,1748698426311
4519,64001,7564175,5572804,0,0,0,1748698426351
4520,66087,7564491,5572228,0,0,0,1748698426391
4521,68041,7564278,5570442,0,0,0,1748698426431
4522,69625,7563426,5568564,0,0,0,1748698426471
4523,70821,7559391,5563215,0,0,0,1748698426511
4524,71623,7554876,5559073,0,0,0,1748698426551
4525,72509,7550836,5554930,0,0,0,1748698426591
4526,74759,7550556,5554194,0,0,0,1748698426631
4527,76863,7550657,5553685,0,0,0,1748698426671
4528,77931,7544178,5546869,0,0,0,1748698426711
4529,79866,7540844,5545556,0,0,0,1748698426751
4530,80092,7533374,5540709,0,0,0,1748698426791
4531,77620,7507060,5529124,0,0,0,1748698426831
4532,76990,7502213,5530271,0,0,0,1748698426871
4533,78714,7510559,5539391,0,0,0,1748698426911
4534,80943,7521679,5550779,0,0,0,1748698426951
4535,84142,7533697,5560540,0,0,0,1748698426991
4536,86046,7545968,5567200,0,0,0,1748698427031
4537,86441,7560129,5568893,0,0,0,1748698427071
4538,86086,7554917,5562727,0,0,0,1748698427111
4539,86335,7549446,5556896,0,0,0,1748698427151
4540,86899,7543840,5552341,0,0,0,1748698427191
4541,87908,7541158,5549840,0,0,0,1748698427231
4542,89038,7541504,5548868,0,0,0,1748698427271
4543,90194,7540957,5547240,0,0,0,1748698427311
4544,91365,7537838,5545863,0,0,0,1748698427351
4545,92075,7536855,5545686,0,0,0,1748698427391
4546,91676,7537267,5545316,0,0,0,1748698427431
4547,91299,7533677,5543017,0,0,0,1748698427471
4548,91797,7528919,5541436,0,0,0,1748698427511
4549,93015,7527263,5544608,0,0,0,1748698427551
4550,94754,7531539,5550821,0,0,0,1748698427591
4551,95989,7534946,5555196,0,0,0,1748698427631
4552,96844,7537954,5556477,0,0,0,1748698427671
4553,97265,7535370,5553752,0,0,0,1748698427711
4554,97632,7529657,5547021,0,0,0,1748698427751
4555,98117,7531101,5546400,0,0,0,1748698427791
4556,98734,7532733,5543931,0,0,0,1748698427831
4557,100315,7531248,5541800,0,0,0,1748698427871
4558,102317,7531046,5538909,0,0,0,1748698427911
4559,104693,7521836,5532423,0,0,0,1748698427951
4560,107333,7514243,5524841,0,0,0,1748698427991
4561,108339,7510583,5523845,0,0,0,1748698428031
4562,108780,7508724,5522877,0,0,0,1748698428071
4563,108745,7510029,5522128,0,0,0,1748698428111
4564,108963,7514241,5524187,0,0,0,1748698428151
4565,110202,7517638,5526617,0,0,0,1748698428191
4566,111098,7518883,5527655,0,0,0,1748698428231
4567,111882,7519413,5527729,0,0,0,1748698428271
4568,112632,7518596,5527336,0,0,0,1748698428311
4569,113396,7519135,5527775,0,0,0,1748698428351
4570,114515,7520106,5528286,0,0,0,1748698428391
4571,115485,7520181,5527780,0,0,0,1748698428431
4572,116385,7519758,5527165,0,0,0,1748698428471
4573,117662,7519411,5526508,0,0,0,1748698428511
4574,119129,7519482,5526449,0,0,0,1748698428551
4575,120113,7519111,5526564,0,0,0,1748698428591
4576,120498,7518737,5526351,0,0,0,1748698428631
4577,120702,7517974,5525408,0,0,0,1748698428671
4578,121117,7517267,5524708,0,0,0,1748698428711
4579,121552,7517522,5524580,0,0,0,1748698428751
4580,122436,7517659,5523856,0,0,0,1748698428791
4581,123182,7517201,5522281,0,0,0,1748698428831
4582,124087,7514340,5520730,0,0,0,1748698428871
4583,125194,7515594,5521300,0,0,0,1748698428911
4584,126634,7517649,5522123,0,0,0,1748698428951
4585,128503,7520514,5521396,0,0,0,1748698428991
4586,129470,7512621,5513780,0,0,0,1748698429031
4587,129952,7507350,5507160,0,0,0,1748698429071
4588,130180,7502623,5505068,0,0,0,1748698429111
4589,131121,7505238,5505864,0,0,0,1748698429151
4590,131494,7499728,5500438,0,0,0,1748698429191
4591,131238,7489123,5493407,0,0,0,1748698429231
4592,129896,7485614,5493242,0,0,0,1748698429271
4593,128876,7480535,5491520,0,0,0,1748698429311
4594,127032,7482376,5493237,0,0,0,1748698429351
4595,126894,7481777,5496653,0,0,0,1748698429391
4596,126042,7480396,5490509,0,0,0,1748698429431
4597,125175,7483683,5494063,0,0,0,1748698429471
4598,124991,7489040,5502539,0,0,0,1748698429511
4599,124501,7489971,5501280,0,0,0,1748698429551
4600,124157,7488574,5502092,0,0,0,1748698429591
4601,123960,7488136,5500874,0,0,0,1748698429631
4602,124144,7487443,5501585,0,0,0,1748698429671
4603,124179,7490662,5503340,0,0,0,1748698429711
4604,124423,7473514,5486203,0,0,0,1748698429751
4605,127060,7468036,5481972,0,0,0,1748698429791
4606,127406,7473216,5486119,0,0,0,1748698429831
4607,127786,7481667,5494471,0,0,0,1748698429871
4608,126004,7475861,5486656,0,0,0,1748698429911
4609,125256,7470952,5484377,0,0,0,1748698429951
4610,123538,7472133,5483787,0,0,0,1748698429991
4611,123027,7479589,5490248,0,0,0,1748698430031
4612,123419,7487131,5494950,0,0,0,1748698430071
4613,123816,7492875,5498096,0,0,0,1748698430111
4614,124539,7495518,5499169,0,0,0,1748698430151
4615,125707,7497366,5499618,0,0,0,1748698430191
4616,127012,7499232,5500286,0,0,0,1748698430231
4617,128574,7499482,5499564,0,0,0,1748698430271
4618,130036,7497936,5497346,0,0,0,1748698430311
4619,131617,7495580,5494210,0,0,0,1748698430351
4620,133052,7492809,5490608,0,0,0,1748698430391
4621,133888,7490931,5488296,0,0,0,1748698430431
4622,134652,7489584,5486138,0,0,0,1748698430471
4623,135207,7487640,5484127,0,0,0,1748698430511
4624,135707,7484923,5481458,0,0,0,1748698430551
4625,136373,7481342,5477979,0,0,0,1748698430591
4626,137147,7475820,5473388,0,0,0,1748698430631
4627,138051,7470967,5469523,0,0,0,1748698430671
4628,138946,7468945,5467339,0,0,0,1748698430711
4629,139885,7468658,5466804,0,0,0,1748698430751
4630,141090,7470253,5467946,0,0,0,1748698430791
4631,142485,7472077,5469332,0,0,0,1748698430831
4632,144170,7473055,5470196,0,0,0,1748698430871
4633,145996,7473657,5470396,0,0,0,1748698430911
4634,147630,7472889,5469558,0,0,0,1748698430951
4635,149454,7471425,5468576,0,0,0,1748698430991
4636,150584,7470382,5467511,0,0,0,1748698431031
4637,151184,7469328,5466680,0,0,0,1748698431071
4638,151583,7468477,5466046,0,0,0,1748698431111
4639,151904,7467641,5464993,0,0,0,1748698431151
4640,152716,7466787,5463871,0,0,0,1748698431191
4641,153515,7465670,5463062,0,0,0,1748698431231
4642,154610,7464886,5462220,0,0,0,1748698431271
4643,155358,7463822,5461055,0,0,0,1748698431311
4644,155974,7462691,5460475,0,0,0,1748698431351
4645,156699,7461864,5459684,0,0,0,1748698431391
4646,157242,7461298,5459153,0,0,0,1748698431431
4647,158211,7461836,5459461,0,0,0,1748698431471
4648,159334,7462948,5461147,0,0,0,1748698431511
4649,161163,7464778,5463566,0,0,0,1748698431551
4650,163475,7470512,5470875,0,0,0,1748698431591
4651,165583,7475921,5476650,0,0,0,1748698431631
4652,167330,7479275,5479982,0,0,0,1748698431671
4653,168208,7480055,5481006,0,0,0,1748698431711
4654,168906,7480362,5481014,0,0,0,1748698431751
4655,169413,7479033,5478761,0,0,0,1748698431791
4656,170106,7475239,5473023,0,0,0,1748698431831
4657,171203,7475463,5473684,0,0,0,1748698431871
4658,171880,7478703,5478079,0,0,0,1748698431911
4659,172434,7480111,5479834,0,0,0,1748698431951
4660,172686,7483214,5483157,0,0,0,1748698431991
4661,173069,7485746,5484302,0,0,0,1748698432031
4662,173014,7473014,5471521,0,0,0,1748698432071
4663,171271,7461319,5464174,0,0,0,1748698432111
4664,170328,7458634,5464916,0,0,0,1748698432151
4665,170194,7460268,5466691,0,0,0,1748698432191
4666,170521,7463283,5468432,0,0,0,1748698432231
4667,171008,7463941,5466660,0,0,0,1748698432271
4668,171074,7461358,5463615,0,0,0,1748698432311
4669,170417,7460025,5462230,0,0,0,1748698432351
4670,169950,7459503,5461434,0,0,0,1748698432391
4671,169565,7459259,5460814,0,0,0,1748698432431
4672,169720,7458500,5459497,0,0,0,1748698432471
4673,170111,7456972,5458244,0,0,0,1748698432511
4674,170053,7455896,5457292,0,0,0,1748698432551
4675,169989,7455137,5456481,0,0,0,1748698432591
4676,169841,7453078,5454864,0,0,0,1748698432631
4677,169698,7451199,5453361,0,0,0,1748698432671
4678,169752,7450044,5452785,0,0,0,1748698432711
4679,170183,7449701,5452342,0,0,0,1748698432751
4680,170781,7449893,5452613,0,0,0,1748698432791
4681,171244,7449851,5452926,0,0,0,1748698432831
4682,171891,7450055,5453210,0,0,0,1748698432871
4683,172612,7449462,5452696,0,0,0,1748698432911
4684,172558,7448243,5451899,0,0,0,1748698432951
4685,172008,7447284,5451526,0,0,0,1748698432991
4686,171473,7447207,5451846,0,0,0,1748698433031
4687,171495,7447591,5452404,0,0,0,1748698433071
4688,171950,7448064,5453010,0,0,0,1748698433111
4689,172526,7448712,5453706,0,0,0,1748698433151
4690,172998,7448951,5454184,0,0,0,1748698433191
4691,173194,7448767,5454369,0,0,0,1748698433231
4692,173493,7447436,5452937,0,0,0,1748698433271
4693,173550,7446556,5452063,0,0,0,1748698433311
4694,174004,7442789,5447186,0,0,0,1748698433351
4695,174421,7440727,5445890,0,0,0,1748698433391
4696,175197,7444209,5450355,0,0,0,1748698433431
4697,176657,7447224,5451712,0,0,0,1748698433471
4698,177526,7447416,5448685,0,0,0,1748698433511
4699,176189,7433951,5436059,0,0,0,1748698433551
4700,173870,7431628,5434465,0,0,0,1748698433591
4701,172912,7433529,5433455,0,0,0,1748698433658
4702,172239,7423836,5425241,0,0,0,1748698433698
4703,170607,7415401,5419315,0,0,0,1748698433738
4704,169342,7406129,5412305,0,0,0,1748698433778
4705,168405,7399713,5407559,0,0,0,1748698433818
4706,166319,7396531,5410502,0,0,0,1748698433858
4707,164775,7402772,5411573,0,0,0,1748698433898
4708,163653,7396034,5403634,0,0,0,1748698433938
4709,162626,7397545,5407828,0,0,0,1748698433978
4710,161867,7395327,5405292,0,0,0,1748698434018
4711,161585,7396798,5408239,0,0,0,1748698434058
4712,161122,7402608,5414470,0,0,0,1748698434098
4713,160826,7394909,5405278,0,0,0,1748698434138
4714,159508,7389628,5398126,0,0,0,1748698434178
4715,158752,7401891,5405271,0,0,0,1748698434218
4716,158598,7411233,5418768,0,0,0,1748698434258
4717,156767,7415609,5414194,0,0,0,1748698434298
4718,156162,7405552,5412942,0,0,0,1748698434338
4719,154982,7406283,5406937,0,0,0,1748698434378
4720,153584,7415599,5414312,0,0,0,1748698434418
4721,154457,7438011,5432979,0,0,0,1748698434458
4722,152392,7453384,5451532,0,0,0,1748698434498
4723,153557,7460510,5469916,0,0,0,1748698434538
4724,159490,7478595,5494982,0,0,0,1748698434578
4725,164958,7490613,5523927,0,0,0,1748698434618
4726,177422,7513491,5576759,0,0,0,1748698434658
4727,189204,7542032,5623035,0,0,0,1748698434698
4728,197107,7561152,5637614,0,0,0,1748698434738
4729,200981,7576922,5641691,0,0,0,1748698434778
4730,204908,7576914,5643818,0,0,0,1748698434818
4731,206610,7574165,5639483,0,0,0,1748698434858
4732,204930,7578990,5634791,0,0,0,1748698434898
4733,205456,7567650,5633450,0,0,0,1748698434938
4734,205114,7572256,5631364,0,0,0,1748698434978
4735,203437,7567118,5623491,0,0,0,1748698435018
4736,204983,7560209,5626486,0,0,0,1748698435058
4737,205682,7560566,5625108,0,0,0,1748698435098
4738,208757,7555941,5632462,0,0,0,1748698435138
4739,210546,7566235,5634318,0,0,0,1748698435178
4740,211826,7569412,5635126,0,0,0,1748698435218
4741,213366,7573785,5631581,0,0,0,1748698435258
4742,214258,7573591,5627437,0,0,0,1748698435298
4743,215176,7573961,5619535,0,0,0,1748698435338
4744,215543,7566034,5601336,0,0,0,1748698435378
4745,217480,7554030,5598458,0,0,0,1748698435418
4746,218902,7551057,5588462,0,0,0,1748698435458
4747,218317,7538781,5568648,0,0,0,1748698435498
4748,218519,7530464,5564712,0,0,0,1748698435538
4749,219194,7525443,5554954,0,0,0,1748698435578
4750,219674,7520270,5547026,0,0,0,1748698435618
4751,221892,7515519,5548334,0,0,0,1748698435658
4752,224645,7511121,5542455,0,0,0,1748698435698
4753,224069,7523584,5551621,0,0,0,1748698435738
4754,225884,7521407,5557379,0,0,0,1748698435778
4755,227192,7523766,5558989,0,0,0,1748698435818
4756,228884,7528556,5564813,0,0,0,1748698435858
4757,230574,7528442,5564507,0,0,0,1748698435898
4758,231637,7526929,5560503,0,0,0,1748698435938
4759,232799,7523292,5560931,0,0,0,1748698435978
4760,234473,7523092,5560699,0,0,0,1748698436018
4761,235872,7522814,5559525,0,0,0,1748698436058
4762,236448,7520827,5560641,0,0,0,1748698436098
4763,236648,7520004,5559505,0,0,0,1748698436138
4764,237120,7520343,5560266,0,0,0,1748698436178
4765,237666,7520195,5560180,0,0,0,1748698436218
4766,238792,7520442,5561975,0,0,0,1748698436258
4767,240106,7519957,5561712,0,0,0,1748698436298
4768,241248,7520244,5562255,0,0,0,1748698436338
4769,242151,7521332,5563924,0,0,0,1748698436378
4770,243281,7522112,5565094,0,0,0,1748698436418
4771,244425,7523557,5565954,0,0,0,1748698436458
4772,245542,7525788,5568551,0,0,0,1748698436498
4773,247175,7526851,5570426,0,0,0,1748698436538
4774,248586,7528400,5571154,0,0,0,1748698436578
4775,250025,7529332,5572472,0,0,0,1748698436618
4776,251457,7530699,5574040,0,0,0,1748698436658
4777,252626,7532133,5575644,0,0,0,1748698436698
4778,252938,7532787,5576741,0,0,0,1748698436738
4779,253406,7532982,5576897,0,0,0,1748698436778
4780,253675,7532838,5576899,0,0,0,1748698436818
4781,254455,7533824,5578021,0,0,0,1748698436858
4782,255566,7533727,5577603,0,0,0,1748698436898
4783,256421,7533793,5578282,0,0,0,1748698436938
4784,257432,7533897,5578202,0,0,0,1748698436978
4785,257857,7533552,5578436,0,0,0,1748698437018
4786,258589,7533038,5577628,0,0,0,1748698437058
4787,259197,7532686,5577816,0,0,0,1748698437098
4788,260023,7532145,5577487,0,0,0,1748698437138
4789,260834,7532029,5577398,0,0,0,1748698437178
4790,261621,7531744,5577194,0,0,0,1748698437218
4791,262499,7532738,5578033,0,0,0,1748698437258
4792,263143,7533580,5579387,0,0,0,1748698437298
4793,263123,7533639,5579175,0,0,0,1748698437338
4794,262706,7533109,5578686,0,0,0,1748698437378
4795,262516,7532620,5578033,0,0,0,1748698437418
4796,262716,7532010,5577576,0,0,0,1748698437458
4797,263254,7531734,5577404,0,0,0,1748698437498
4798,263697,7531719,5577232,0,0,0,1748698437538
4799,264127,7531714,5577349,0,0,0,1748698437578
4800,264355,7532176,5577620,0,0,0,1748698437618
4801,264513,7532554,5577887,0,0,0,1748698437658
4802,264980,7532985,5578300,0,0,0,1748698437698
4803,265437,7533177,5578412,0,0,0,1748698437738
4804,265997,7533334,5578315,0,0,0,1748698437778
4805,266499,7535522,5578956,0,0,0,1748698437818
4806,267273,7537713,5584220,0,0,0,1748698437858
4807,267871,7536766,5582000,0,0,0,1748698437898
4808,267498,7535955,5579898,0,0,0,1748698437938
4809,266786,7537015,5582055,0,0,0,1748698437978
4810,266306,7536065,5581184,0,0,0,1748698438018
4811,266076,7535410,5580330,0,0,0,1748698438058
4812,266318,7535603,5580199,0,0,0,1748698438098
4813,266415,7535226,5580018,0,0,0,1748698438138
4814,266591,7534969,5579580,0,0,0,1748698438178
4815,266472,7533758,5578536,0,0,0,1748698438218
4816,266370,7532595,5577325,0,0,0,1748698438258
4817,266319,7530483,5574929,0,0,0,1748698438298
4818,266443,7529140,5573875,0,0,0,1748698438338
4819,266884,7528379,5573156,0,0,0,1748698438378
4820,267331,7528732,5573073,0,0,0,1748698438418
4821,267880,7528977,5572881,0,0,0,1748698438458
4822,268314,7528056,5571194,0,0,0,1748698438498
4823,267884,7526664,5568941,0,0,0,1748698438538
4824,266744,7525184,5567366,0,0,0,1748698438578
4825,265727,7526546,5572683,0,0,0,1748698438618
4826,265058,7528711,5574174,0,0,0,1748698438658
4827,264822,7531485,5577481,0,0,0,1748698438698
4828,265101,7534395,5584448,0,0,0,1748698438738
4829,265337,7538998,5589618,0,0,0,1748698438778
4830,265639,7540733,5592463,0,0,0,1748698438818
4831,265771,7543773,5590088,0,0,0,1748698438858
4832,265647,7546790,5599627,0,0,0,1748698438898
4833,266331,7555391,5608038,0,0,0,1748698438938
4834,266861,7563058,5613443,0,0,0,1748698438978
4835,266624,7567720,5618533,0,0,0,1748698439018
4836,266018,7571493,5621412,0,0,0,1748698439058
4837,264927,7572312,5623647,0,0,0,1748698439098
4838,263424,7571608,5624716,0,0,0,1748698439138
4839,261489,7568741,5621026,0,0,0,1748698439178
4840,259041,7565379,5617793,0,0,0,1748698439218
4841,257466,7564195,5617545,0,0,0,1748698439258
4842,256386,7563470,5615272,0,0,0,1748698439298
4843,256313,7564550,5613533,0,0,0,1748698439338
4844,256576,7564153,5612433,0,0,0,1748698439378
4845,256868,7566048,5612637,0,0,0,1748698439418
4846,256970,7567078,5614984,0,0,0,1748698439458
4847,257690,7570171,5616427,0,0,0,1748698439498
4848,257856,7572179,5617697,0,0,0,1748698439538
4849,257886,7573870,5618628,0,0,0,1748698439578
4850,257491,7575441,5620013,0,0,0,1748698439618
4851,257247,7576591,5620421,0,0,0,1748698439658
4852,257274,7577665,5620582,0,0,0,1748698439698
4853,256618,7577740,5620051,0,0,0,1748698439738
4854,254750,7576721,5618922,0,0,0,1748698439778
4855,252792,7575880,5618028,0,0,0,1748698439818
4856,251082,7575234,5616814,0,0,0,1748698439858
4857,250042,7574980,5615617,0,0,0,1748698439898
4858,249706,7576082,5616009,0,0,0,1748698439938
4859,250054,7576774,5616906,0,0,0,1748698439978
4860,250421,7577984,5617856,0,0,0,1748698440018
4861,250696,7579438,5618752,0,0,0,1748698440058
4862,251105,7580593,5620277,0,0,0,1748698440098
4863,251323,7581902,5621365,0,0,0,1748698440138
4864,251606,7583459,5622459,0,0,0,1748698440178
4865,252251,7584299,5623313,0,0,0,1748698440218
4866,252858,7585708,5624654,0,0,0,1748698440258
4867,253525,7586943,5625454,0,0,0,1748698440298
4868,254342,7588023,5626389,0,0,0,1748698440338
4869,254878,7588981,5627370,0,0,0,1748698440378
4870,254522,7589452,5628227,0,0,0,1748698440418
4871,253629,7590229,5628891,0,0,0,1748698440458
4872,252844,7590993,5629487,0,0,0,1748698440498
4873,252490,7591571,5629872,0,0,0,1748698440538
4874,252378,7592263,5630262,0,0,0,1748698440578
4875,252479,7592881,5630642,0,0,0,1748698440618
4876,252767,7593457,5631176,0,0,0,1748698440658
4877,252628,7594177,5631680,0,0,0,1748698440698
4878,252440,7594650,5632131,0,0,0,1748698440738
4879,252606,7595223,5632320,0,0,0,1748698440778
4880,252663,7595823,5632670,0,0,0,1748698440818
4881,253074,7596320,5633052,0,0,0,1748698440858
4882,253679,7597153,5633491,0,0,0,1748698440898
4883,253973,7597728,5633607,0,0,0,1748698440938
4884,254293,7600257,5634085,0,0,0,1748698440978
4885,254359,7604739,5634393,0,0,0,1748698441018
4886,252857,7604288,5631256,0,0,0,1748698441058
4887,251123,7600863,5625600,0,0,0,1748698441098
4888,250001,7598646,5621427,0,0,0,1748698441138
4889,248966,7599180,5621463,0,0,0,1748698441178
